id,numeric_id,name,city,name_with_city,latitude,longitude,operators,total_lines,tram_lines,bus_lines,train_lines,s_bahn_lines
de:14628:1397,33001397,Weißiger Straße,Kleinopitz,Kleinopitz Weißiger Straße,51.002811,13.592319,RVSOE,2,,164,,
de:14628:1399,33001399,Wendeplatz,Kleinopitz,Kleinopitz Wendeplatz,51.006802,13.595508,RVSOE,3,,164,,
de:14627:4533,33004533,Kleinprausitz,Kleinprausitz,Kleinprausitz Kleinprausitz,51.134603,13.358963,VGM,1,,,,
de:14625:6028,33006028,Am Spielmannszug,Kleinröhrsdorf,Kleinröhrsdorf Am Spielmannszug,51.127906,13.975836,RBO,1,,,,
de:14625:6027,33006027,An der Kegelhalle,Kleinröhrsdorf,Kleinröhrsdorf An der Kegelhalle,51.130279,13.979052,RBO,1,,,,
de:14625:6026,33006026,An der Siedlung,Kleinröhrsdorf,Kleinröhrsdorf An der Siedlung,51.132703,13.982942,RBO,1,,,,
de:14625:6025,33006025,Haltepunkt,Kleinröhrsdorf,Kleinröhrsdorf Haltepunkt,51.135623,13.990227,DB Regio AG Südost|RBO,3,,,,S8
de:14627:5589,33005589,Wendeplatz,Kleinrügeln,Kleinrügeln Wendeplatz,51.347651,13.216814,VGM,1,,,,
de:14625:6782,33006782,Hofehäuser,Kleinwolmsdorf,Kleinwolmsdorf Hofehäuser,51.095816,13.963359,RBO,1,,,,
de:14625:6780,33006780,Kirche,Kleinwolmsdorf,Kleinwolmsdorf Kirche,51.09708,13.949058,RBO,1,,,,
de:14625:6781,33006781,Seitenweg,Kleinwolmsdorf,Kleinwolmsdorf Seitenweg,51.098101,13.952498,RBO,1,,,,
de:14627:4102,33004102,Alte Fähre,Kleinzadel,Kleinzadel Alte Fähre,51.207177,13.409512,VGM,4,,,,
de:14627:4104,33004104,Fährstelle,Kleinzadel,Kleinzadel Fährstelle,51.209456,13.406691,,0,,,,
de:14627:4100,33004100,Heimatmuseum,Kleinzadel,Kleinzadel Heimatmuseum,51.197163,13.420749,VGM,4,,,,
de:14627:4101,33004101,Steinbruch,Kleinzadel,Kleinzadel Steinbruch,51.202201,13.411362,VGM,4,,,,
de:14627:4103,33004103,Wendeplatz,Kleinzadel,Kleinzadel Wendeplatz,51.195992,13.423157,VGM,3,,,,
de:14627:4099,33004099,Wiesengrund,Kleinzadel,Kleinzadel Wiesengrund,51.212241,13.409134,VGM,4,,,,
de:14627:4853,33004853,Klessig,Klessig,Klessig Klessig,51.108874,13.273623,VGM,7,,,,
de:14628:1247,33001247,Abzweig Dorfhain,Klingenberg (Sachsen),Klingenberg (Sachsen) Abzweig Dorfhain,50.922023,13.520624,RVSOE,2,,,,
de:14628:1243,33001243,Bahnhof,Klingenberg (Sachsen),Klingenberg (Sachsen) Bahnhof,50.925556,13.500547,DB Regio AG Südost|Mitteldeutsche Regiobahn|RVSOE,6,,,RB30,S3
de:14628:1246,33001246,Schule,Klingenberg (Sachsen),Klingenberg (Sachsen) Schule,50.923829,13.504895,RVSOE,3,,,,
de:14628:1245,33001245,Zum Weißeritztal/Wendeplatz,Klingenberg (Sachsen),Klingenberg (Sachsen) Zum Weißeritztal/Wendeplatz,50.91871,13.533147,RVSOE,2,,,,
de:14627:4732,33004732,Am Flachsgrund,Klipphausen,Klipphausen Am Flachsgrund,51.071545,13.519843,VGM,3,,,,
de:14627:4741,33004741,Bergstraße,Klipphausen,Klipphausen Bergstraße,51.073334,13.525592,VGM,4,,,,
de:14627:4733,33004733,Gasthaus,Klipphausen,Klipphausen Gasthaus,51.075598,13.527505,VGM,1,,,,
de:14627:4734,33004734,Gewerbepark,Klipphausen,Klipphausen Gewerbepark,51.066651,13.517444,VGM,4,,,,
de:14627:5142,33005142,Am Pappelweg,Kmehlen,Kmehlen Am Pappelweg,51.228074,13.483236,VGM,1,,,,
de:14627:5141,33005141,Am Ring,Kmehlen,Kmehlen Am Ring,51.22741,13.487063,VGM,1,,,,
de:14627:5140,33005140,Wistaudaer Straße,Kmehlen,Kmehlen Wistaudaer Straße,51.238002,13.486273,VGM,1,,,,
de:14625:8104,33008104,August-Bebel-Platz,Knappenrode,Knappenrode August-Bebel-Platz,51.403052,14.324428,RBO,1,,,,
de:14625:8102,33008102,Bürgerzentrum,Knappenrode,Knappenrode Bürgerzentrum,51.403382,14.319909,RBO,1,,,,
de:14625:8105,33008105,Energiefabrik,Knappenrode,Knappenrode Energiefabrik,51.396338,14.325712,RBO|VGH,2,,Sonderverkehr STROGA,,
de:14625:8103,33008103,Zum Knappensee,Knappenrode,Knappenrode Zum Knappensee,51.392532,14.320996,RBO,1,,,,
de:14627:5940,33005940,Kobeln,Kobeln (Sachs),Kobeln (Sachs) Kobeln,51.247602,13.340476,VGM,4,,,,
de:14625:6963,33006963,Koblenz bei Hoyerswerda,Koblenz/Hoyerswerda,Koblenz/Hoyerswerda Koblenz bei Hoyerswerda,51.377199,14.328677,RBO,4,,,,
de:14628:3670,33003670,Bahnhof Goßdorf-Kohlmühle,Kohlmühle (Hohnstein),Kohlmühle (Hohnstein) Bahnhof Goßdorf-Kohlmühle,50.941283,14.164842,DB Regio AG Südost,1,,,U28,
de:14625:6190,33006190,Gasthaus Brüderchen,Koitzsch,Koitzsch Gasthaus Brüderchen,51.271151,13.96503,RBO,2,,,,
de:14625:6191,33006191,Ort,Koitzsch,Koitzsch Ort,51.270678,13.966772,RBO,2,,,,
de:14627:5840,33005840,Am Sportplatz,Koselitz,Koselitz Am Sportplatz,51.374978,13.424226,VGM,4,,,,
de:14627:5841,33005841,Schulgasse,Koselitz,Koselitz Schulgasse,51.378948,13.426373,VGM,4,,,,
de:14625:6949,33006949,Alte Schule,Kotten (Sachs),Kotten (Sachs) Alte Schule,51.354069,14.244172,RBO|SchmidtSchwarz GmbH & CO. KG,2,,,,
de:14625:6948,33006948,Kotten Dorf,Kotten (Sachs),Kotten (Sachs) Kotten Dorf,51.350708,14.246508,RBO|SchmidtSchwarz GmbH & CO. KG,2,,,,
de:14627:4553,33004553,Wendeplatz,Kottewitz (Nossen),Kottewitz (Nossen) Wendeplatz,51.080226,13.385769,VGM,2,,,,
de:14627:5105,33005105,Kottewitz b GRH,Kottewitz (Priestewitz),Kottewitz (Priestewitz) Kottewitz b GRH,51.250964,13.523166,VGM,1,,,,
de:14627:5404,33005404,Abzw Krauschütz,Krauschütz,Krauschütz Abzw Krauschütz,51.339957,13.599442,VGM,1,,,,
de:14627:5405,33005405,Straucher Straße,Krauschütz,Krauschütz Straucher Straße,51.343498,13.597924,VGM,1,,,,
de:14627:5300,33005300,Am Bahnübergang,Kraußnitz,Kraußnitz Am Bahnübergang,51.368428,13.761418,VGM,1,,,,
de:14627:5301,33005301,Dorfstraße,Kraußnitz,Kraußnitz Dorfstraße,51.363229,13.758309,VGM,1,,,,
de:14627:5302,33005302,Grenzweg,Kraußnitz,Kraußnitz Grenzweg,51.370593,13.761193,VGM,1,,,,
de:14628:3118,33003118,Sophienschule,Krebs (bei Pirna),Krebs (bei Pirna) Sophienschule,50.937836,13.891772,RVSOE,1,,,,
de:14627:5625,33005625,Kirche,Kreinitz,Kreinitz Kirche,51.374524,13.25643,VGM,1,,,,
de:14628:1013,33001013,Abzw Kleincarsdorf,Kreischa,Kreischa Abzw Kleincarsdorf,50.952603,13.727506,RVSOE,1,,162,,
de:14628:1010,33001010,Abzw Quohren,Kreischa,Kreischa Abzw Quohren,50.949275,13.731755,RVSOE,1,,162,,
