Nummer;Name mit Ort;Name ohne Ort;Ort;Tarifzone 1 ;Tarifzone 2;Tarifzone 3;WGS84_X;WGS84_Y
de:14627:4223;Radebeul Dr.-Külz-Straße;Dr.-Külz-Straße;Radebeul;0520;;;13,646143;51,106306
de:14627:4224;Radebeul Borstraße;Borstraße;Radebeul;0520;;;13,640272;51,106667
de:14627:4225;Radebeul Moritzburger Straße;Moritzburger Straße;Radebeul;0520;;;13,630515;51,108161
de:14627:4226;Radebeul West (Flemmingstraße);West (Flemmingstraße);Radebeul;0520;;;13,625243;51,110114
de:14627:4227;Radebeul Schloss Wackerbarth;Schloss Wackerbarth;Radebeul;0520;;;13,620534;51,112256
de:14627:4228;Radebeul Johannisbergstraße;Johannisbergstraße;Radebeul;0520;;;13,611688;51,114562
de:14627:4229;Radebeul Gerhart-Hauptmann-Str;Gerhart-Hauptmann-Straße;Radebeul;0520;;;13,603487;51,119817
de:14627:4230;Radebeul Eisenbahnbrücke;Eisenbahnbrücke;Radebeul;0520;;;13,594184;51,121347
de:14627:4231;Radebeul August-Bebel-Straße;August-Bebel-Straße;Radebeul;0520;;;13,685544;51,101331
de:14627:4233;Radebeul Gradsteg;Gradsteg;Radebeul;0520;;;13,635429;51,107401
de:14627:4236;Radebeul Seestraße;Seestraße;Radebeul;0106;0529;;13,687631;51,091592
de:14627:4237;Radebeul Barthübelstraße;Barthübelstraße;Radebeul;0529;;;13,683501;51,093422
de:14627:4238;Radebeul S-Bf Ost Gartenstr/Süd.;S-Bf Ost Gartenstr./Südausg.;Radebeul;0529;;;13,677399;51,097978
de:14627:4241;Radebeul Altserkowitz;Altserkowitz;Radebeul;0106;0528;;13,659896;51,096016
de:14627:4242;Radebeul Friedhofstraße;Friedhofstraße;Radebeul;0520;;;13,667428;51,097033
de:14627:4243;Radebeul Serkowitzer Straße;Serkowitzer Straße;Radebeul;0520;;;13,674757;51,097566
de:14627:4244;Radebeul Pestalozzistraße;Pestalozzistraße;Radebeul;0529;;;13,677295;51,100254
de:14627:4245;Radebeul Altkötzschenbroda;Altkötzschenbroda;Radebeul;0520;;;13,628820;51,105048
de:14627:4246;Radebeul W-Eichler-Straße;W-Eichler-Straße;Radebeul;0520;;;13,621861;51,107742
de:14627:4247;Radebeul E-Schüller-Straße;E-Schüller-Straße;Radebeul;0520;;;13,620095;51,106652
de:14627:4248;Radebeul Ziegeleiweg;Ziegeleiweg;Radebeul;0520;;;13,614705;51,107707
de:14627:4249;Radebeul Altnaundorf;Radebeul Altnaundorf;Radebeul;0520;;;13,604777;51,110073
de:14627:4250;Radebeul Bergblick;Bergblick;Radebeul;0528;;;13,665073;51,105804
de:14627:4251;Radebeul Nizzastraße;Nizzastraße;Radebeul;0528;;;13,666205;51,107487
de:14627:4252;Radebeul Gutenbergstraße;Gutenbergstraße;Radebeul;0528;;;13,670446;51,108676
de:14627:4253;Radebeul Eduard-Bilz-Straße;Eduard-Bilz-Straße;Radebeul;0528;;;13,675494;51,108074
de:14627:4254;Radebeul Fritz-Schulze-Straße;Fritz-Schulze-Straße;Radebeul;0528;;;13,678248;51,108034
de:14627:4255;Radebeul Reichsstraße;Reichsstraße;Radebeul;0528;;;13,682385;51,108703
de:14627:4256;Radebeul Fichtestraße;Fichtestraße;Radebeul;0528;;;13,686603;51,109226
de:14627:4257;Radebeul A-Bebel-/Waldstraße;A-Bebel-/Waldstraße;Radebeul;0520;;;13,685613;51,105582
de:14627:4258;Radebeul Hospiz;Hospiz;Radebeul;0528;;;13,690125;51,110659
de:14627:4261;Radebeul Friedrich-List-Straße;Friedrich-List-Straße;Radebeul;0520;;;13,593994;51,111281
de:14627:4263;Radebeul Kleinstückenweg;Kleinstückenweg;Radebeul;0520;;;13,589585;51,112204
de:14627:4264;Radebeul Bertheltstraße;Bertheltstraße;Radebeul;0520;;;13,608580;51,109778
de:14627:4267;Radebeul Dampfschifffahrt%SDS;Dampfschifffahrt;Radebeul;0520;;;13,621352;51,103408
de:14627:4269;Radebeul Heiterer Blick;Heiterer Blick;Radebeul;0520;;;13,632395;51,113691
de:14627:4271;Radebeul Kottenleite;Kottenleite;Radebeul;0520;;;13,631253;51,118165
de:14627:4272;Radebeul Sonnenleite;Sonnenleite;Radebeul;0520;;;13,632788;51,119564
de:14627:4273;Radebeul Sportplatz Lindenau;Sportplatz Lindenau;Radebeul;0520;;;13,639310;51,122637
de:14627:4274;Radebeul Neuländer Straße;Neuländer Straße;Radebeul;0520;;;13,632652;51,123
de:14627:4275;Radebeul Altlindenau;Altlindenau;Radebeul;0520;;;13,634016;51,126442
de:14627:4276;Radebeul Drosselweg;Drosselweg;Radebeul;0520;;;13,637902;51,128869
de:14627:4278;Radebeul Oscar-Pletsch-Straße;Oscar-Pletsch-Straße;Radebeul;0520;;;13,626401;51,106915
de:14627:4279;Radebeul Hp Lößnitzgrund;Hp Lößnitzgrund;Radebeul;0520;;;13,655995;51,115876
de:14627:4281;Radebeul Hainstraße;Hainstraße;Radebeul;0520;;;13,636521;51,104778
de:14627:4282;Radebeul Kötzschenbrodaer Str.;Kötzschenbrodaer Str;Radebeul;0520;;;13,651965;51,098196
de:14627:4283;Radebeul Kaufland;Kaufland;Radebeul;0528;;;13,654380;51,099861
de:14627:4289;Radebeul Waldstraße;Waldstraße;Radebeul;0520;;;13,690408;51,107059
de:14627:4292;Coswig Steinstraße;Steinstraße;Coswig (b Dresden);0523;0509;;13,597215;51,130529
de:14627:4298;Wahnsdorf Graue Presse;Wahnsdorf Graue Presse;Radebeul;0528;;;13,677019;51,117455
de:14627:4299;Wahnsdorf Schulstraße;Wahnsdorf Schulstraße;Radebeul;0528;;;13,671593;51,118701
de:14627:4300;Boxdorf Baumwiese;Baumwiese;Boxdorf (Moritzburg);0106;0528;;13,700931;51,11132
de:14627:4301;Boxdorf Am Grunde;Am Grunde;Boxdorf (Moritzburg);0106;0528;;13,696357;51,117814
de:14627:4302;Boxdorf Bebelplatz;Bebelplatz;Boxdorf (Moritzburg);0106;0528;;13,699961;51,119892
de:14627:4303;Boxdorf Ernst-Wagner-Straße;Ernst-Wagner-Straße;Boxdorf (Moritzburg);0106;0528;;13,706255;51,118209
de:14627:4304;Boxdorf Schule;Schule;Boxdorf (Moritzburg);0106;0528;;13,697004;51,121068
de:14627:4305;Boxdorf Querweg;Querweg;Boxdorf (Moritzburg);0106;0528;;13,700627;51,126364
de:14627:4306;Boxdorf An der Triebe;An der Triebe;Boxdorf (Moritzburg);0106;0528;;13,703279;51,128932
de:14627:4308;Boxdorf Am Weiher;Am Weiher;Boxdorf (Moritzburg);0106;0528;;13,710442;51,129484
de:14627:4309;Boxdorf Feuerwehr;Feuerwehr;Boxdorf (Moritzburg);0106;0528;;13,698504;51,122224
de:14627:4310;Reichenberg Dreßler-Ecke;Dreßler-Ecke;Reichenberg (Kr MEI);0528;;;13,677670;51,124008
de:14627:4311;Reichenberg Feldschlößchen;Feldschlößchen;Reichenberg (Kr MEI);0528;;;13,687992;51,123841
de:14627:4312;Reichenberg Gasthof;Gasthof;Reichenberg (Kr MEI);0528;;;13,679951;51,1282
de:14627:4313;Reichenberg Niedergasse;Niedergasse;Reichenberg (Kr MEI);0528;;;13,685568;51,130618
de:14627:4314;Reichenberg Sonnenland;Sonnenland;Reichenberg (Kr MEI);0528;;;13,682019;51,141061
de:14627:4318;Reichenberg Schule;Schule;Reichenberg (Kr MEI);0528;;;13,680212;51,1295
de:14627:4319;Reichenberg Am Brand;Am Brand;Reichenberg (Kr MEI);0520;;;13,660522;51,129395
de:14627:4320;Dippelsd Großenhainer Str;Dippelsd Großenhainer Str;Friedewald (Kr MEI);0520;;;13,662226;51,139852
de:14627:4321;Dippelsdorf Dorfstraße;Dippelsdorf Dorfstraße;Friedewald (Kr MEI);0520;;;13,661783;51,140236
de:14627:4323;Friedewald Grundschule;Grundschule;Friedewald (Kr MEI);0520;;;13,658755;51,139497
de:14627:4324;Friedewald Wartehalle;Wartehalle;Friedewald (Kr MEI);0520;;;13,647326;51,133941
de:14627:4325;Friedewald Wendeplatz;Wendeplatz;Friedewald (Kr MEI);0520;;;13,651751;51,13663
de:14627:4326;Friedewald  Haltepunkt;Haltepunkt;Friedewald (Kr MEI);0520;;;13,651025;51,130302
de:14627:4327;Friedewald Bad;Bad;Friedewald (Kr MEI);0520;;;13,663811;51,138634
de:14627:4330;Moritzburg Abzw Waldschänke;Abzw Waldschänke;Moritzburg;0520;;;13,686912;51,166296
de:14627:4331;Moritzburg Fasanerie;Fasanerie;Moritzburg;0520;;;13,702739;51,175218
de:14627:4333;Moritzburg Waldstraße/Bahnhof;Waldstraße/Bahnhof;Moritzburg;0520;;;13,680527;51,154675
de:14627:4334;Moritzburg Markt;Markt;Moritzburg;0520;;;13,677460;51,16432
de:14627:4335;Moritzburg Mittelteichbad;Mittelteichbad;Moritzburg;0520;;;13,677138;51,176721
de:14627:4336;Moritzburg Roßmarkt;Roßmarkt;Moritzburg;0520;;;13,679333;51,159969
de:14627:4337;Moritzburg Schloß;Schloß;Moritzburg;0520;;;13,679681;51,164054
de:14627:4338;Moritzburg Rathaus;Rathaus;Moritzburg;0520;;;13,680061;51,160354
de:14627:4339;Moritzburg Schule;Schule;Moritzburg;0520;;;13,676734;51,157291
de:14627:4340;Moritzburg Bahnhof;Bahnhof;Moritzburg;0520;;;13,683519;51,155594
de:14627:4341;Moritzburg Kalkreuther Str;Kalkreuther Straße;Moritzburg;0520;;;13,674865;51,166074
de:14627:4343;Moritzburg Gärtnerei Bauditz;Gärtnerei Bauditz;Moritzburg;0520;;;13,678128;51,183098
de:14627:4345;Auer Gasthof;Gasthof;Auer (Sachs);0524;;;13,631990;51,160531
de:14627:4350;Steinbach Abzweig Mistschänke;Abzweig Mistschänke;Steinbach b Moritzb.;0524;;;13,608380;51,188249
de:14627:4351;Steinbach Abzweig Radeburg;Abzweig Radeburg;Steinbach b Moritzb.;0520;;;13,629837;51,207306
de:14627:4352;Steinbach Bäckerei;Bäckerei;Steinbach b Moritzb.;0520;;;13,625178;51,202607
de:14627:4355;Steinbach An der Triebe;An der Triebe;Steinbach b Moritzb.;0520;;;13,621733;51,195373
de:14627:4358;Weinböhla Tannenstraße;Tannenstraße;Weinböhla;0508;0524;;13,563251;51,153237
de:14627:4360;Radeburg Busbahnhof;Busbahnhof;Radeburg;0428;0526;0344;13,720472;51,215123
de:14627:4361;Radeburg Dresdner Straße;Dresdner Straße;Radeburg;0428;0526;0344;13,730065;51,203763
de:14627:4362;Radeburg Friedhof;Friedhof;Radeburg;0428;0526;0344;13,730762;51,212041
de:14627:4363;Radeburg Tankstelle;Tankstelle;Radeburg;0428;0526;0344;13,728970;51,214648
de:14627:4364;Radeburg Siedlung;Siedlung;Radeburg;0428;0526;0344;13,724359;51,210751
de:14627:4365;Radeburg Bahnhof;Bahnhof;Radeburg;0428;0526;0344;13,728200;51,209364
de:14627:4366;Radeburg Einkaufscenter;Einkaufscenter;Radeburg;0428;0526;0344;13,717513;51,218313
de:14627:4367;Radeburg Meißner Berg;Meißner Berg;Radeburg;0428;0526;0344;13,715792;51,213215
de:14627:4368;Radeburg Rathaus;Rathaus;Radeburg;0428;0526;0344;13,725560;51,214923
de:14627:4369;Bärwalde Kirche;Kirche;Bärwalde (Radeburg);0428;0526;0344;13,673692;51,20159
de:14627:4370;Großdittmannsdorf Angelsteg;Angelsteg;Großdittmannsdorf;0344;;;13,770795;51,202398
de:14627:4371;Großdittmannsdorf-Boden 1;Boden 1;Großdittmannsdorf;0344;;;13,764974;51,204347
de:14627:4372;Großdittmannsdorf-Boden 2;Boden 2;Großdittmannsdorf;0344;;;13,756833;51,207769
de:14627:4373;Großdittmannsdorf Heidestr;Heidestraße;Großdittmannsdorf;0344;;;13,771903;51,196601
de:14627:4374;Großdittmannsdorf Kirche;Kirche;Großdittmannsdorf;0344;;;13,771827;51,197978
de:14627:4376;Radeburg Gartenstraße;Gartenstraße;Radeburg;0428;0526;0344;13,724346;51,20658
de:14627:4377;Radeburg Großenhainer Platz;Großenhainer Platz;Radeburg;0428;0526;0344;13,721574;51,216653
de:14627:4378;Radeburg Grundschule;Grundschule;Radeburg;0428;0526;0344;13,715719;51,214348
de:14627:4380;Berbisdorf Abzweig Bärnsdorf;Abzweig Bärnsdorf;Berbisdorf;0526;;;13,718066;51,183192
de:14627:4381;Berbisdorf Bärnsdorfer Straße;Bärnsdorfer Straße;Berbisdorf;0526;;;13,719339;51,182814
de:14627:4382;Berbisdorf Landgasthof;Landgasthof;Berbisdorf;0526;;;13,723427;51,186188
de:14627:4383;Berbisdorf Schloss;Schloss;Berbisdorf;0526;;;13,724521;51,188293
de:14627:4384;Berbisdorf Siedlung;Siedlung;Berbisdorf;0526;;;13,718580;51,177386
de:14627:4385;Berbisdorf Anbau;Anbau;Berbisdorf;0526;;;13,727380;51,197393
de:14627:4386;Berbisdorf Hp;Hp;Berbisdorf;0526;;;13,724992;51,185958
de:14627:4387;Berbisdorf Abzweig Bärwalde;Abzweig Bärwalde;Berbisdorf;0526;;;13,725344;51,190403
de:14627:4390;Bärnsdorf Zur Kleinbahn;Zur Kleinbahn;Bärnsdorf;0527;;;13,723602;51,167874
de:14627:4391;Bärnsdorf Marsdorfer Straße;Marsdorfer Straße;Bärnsdorf;0527;;;13,730824;51,16294
de:14627:4392;Bärnsdorf Siedlung;Siedlung;Bärnsdorf;0527;;;13,732740;51,156852
de:14627:4393;Bärnsdorf Wendeplatz;Wendeplatz;Bärnsdorf;0527;;;13,727686;51,163894
de:14627:4394;Bärnsdorf Bahnhof;Bahnhof;Bärnsdorf;0520;;;13,720817;51,1668
de:14627:4395;Volkersdorf Kindergarten;Kindergarten;Volkersdorf/Promnitz;0527;;;13,740393;51,145205
de:14627:4396;Cunnertswalde Hp;Hp;Cunnertswalde;0520;;;13,704563;51,162229
de:14627:4397;Volkersdorf Abzweig Waldteiche;Abzweig Waldteiche;Volkersdorf/Promnitz;0106;0527;;13,736042;51,13628
de:14627:4398;Volkersdorf Grenzweg;Grenzweg;Volkersdorf/Promnitz;0527;;;13,739950;51,147099
de:14627:4399;Volkersdorf Unterer Gasthof;Unterer Gasthof;Volkersdorf/Promnitz;0527;;;13,735080;51,150246
de:14627:4400;Niederau Oberauer Straße;Oberauer Straße;Niederau (b Meißen);0500;;;13,544565;51,175797
de:14627:4401;Weinböhla Haltepunkt;Haltepunkt;Weinböhla;0523;0524;0508;13,561867;51,158819
de:14627:4402;Weinböhla Nassauhalle;Nassauhalle;Weinböhla;0524;0508;;13,562165;51,162546
de:14627:4404;Weinböhla Sachsenplatz;Sachsenplatz;Weinböhla;0524;0508;;13,578665;51,168051
de:14627:4405;Weinböhla Florian-Geyer-Weg;Florian-Geyer-Weg;Weinböhla;0524;0508;;13,568637;51,148517
de:14627:4406;Weinböhla Oberschule;Oberschule;Weinböhla;0524;0508;;13,570457;51,165096
de:14627:4407;Weinböhla SEV Köhlerstraße;SEV Köhlerstraße;Weinböhla;0524;0508;;13,567346;51,151339
de:14627:4408;Weinböhla Elbgaubad;Elbgaubad;Weinböhla;0524;0508;;13,563729;51,157221
de:14627:4410;Sörnewitz Fährstelle;Fährstelle;Sörnewitz (Coswig);0500;;;13,523343;51,134149
de:14627:4439;Meißen Jägerstraße;Jägerstraße;Meißen;0500;;;13,513776;51,157915
de:14627:4444;Golk Am Gosebach;Am Gosebach;Golk (Sachs);0506;;;13,423190;51,215532
de:14627:4446;Nieschütz Ringstraße;Ringstraße;Nieschütz;0506;;;13,426546;51,224543
de:14627:4448;Löbsal Jägerheim;Jägerheim;Löbsal;0506;;;13,434614;51,227114
de:14627:4449;Löbsal Wendeplatz;Wendeplatz;Löbsal;0506;;;13,437355;51,225939
de:14627:4466;Gröbern Oberer Roitzschberg;Oberer Roitzschberg;Gröbern (b Meißen);0500;;;13,516910;51,184573
de:14627:4467;Gröbern  Niederauer Straße;Niederauer Straße;Gröbern (b Meißen);0500;;;13,521492;51,184747
de:14627:4476;Meißen Kita Alte Ziegelei;Kita Alte Ziegelei;Meißen;0500;;;13,458232;51,160383
de:14627:4477;Meißen Tierpark;Tierpark;Meißen;0501;;;13,483822;51,150173
de:14627:4478;Meißen Panorama-Aufzug;Panorama-Aufzug;Meißen;0500;;;13,469011;51,166226
de:14627:4479;Meißen Mittelberg;Mittelberg;Meißen;0500;;;13,497696;51,153987
de:14627:4480;Meißen Afra-Schule;Afra-Schule;Meißen;0500;;;13,467362;51,169689
de:14627:4485;Meißen Drosselgrund;Drosselgrund;Meißen;0500;;;13,463474;51,171096
de:14627:4488;Meißen Sächsischer Jäger;Sächsischer Jäger;Meißen;0500;;;13,451858;51,157253
de:14627:4490;Meißen Speedwaystadion;Speedwaystadion;Meißen;0500;;;13,503662;51,158135
de:14627:4491;Meißen Max-Kamprath-Straße;Max-Kamprath-Straße;Meißen;0500;;;13,505232;51,154106
de:14627:4492;Meißen Berglehne;Berglehne;Meißen;0500;;;13,492662;51,155238
de:14627:4493;Meißen Krankenhaus;Krankenhaus;Meißen;0500;;;13,505088;51,174253
de:14627:4494;Meißen Abzweig Krankenhaus;Abzweig Krankenhaus;Meißen;0500;;;13,504369;51,171511
de:14627:4495;Meißen Abzw Niederauer Straße;Abzw Niederauer Straße;Meißen;0500;;;13,506375;51,169004
de:14627:4496;Meißen Lückenhübelstraße;Lückenhübelstraße;Meißen;0500;;;13,496904;51,146752
de:14627:4497;Meißen An der alten Ziegelei;An der alten Ziegelei;Meißen;0500;;;13,457529;51,159412
de:14627:4500;Niederjahna;Niederjahna;Niederjahna;0504;;;13,435854;51,164381
de:14627:4502;Abzweig Seebschütz;Abzweig Seebschütz;Neumohlis;0504;;;13,415106;51,166621
de:14627:4503;Abzweig Mehren;Abzweig Mehren;Mehren (b Meißen);0504;;;13,403661;51,16168
de:14627:4504;Kaisitz Abzweig Pröda;Abzweig Pröda;Kaisitz;0504;;;13,396612;51,161648
de:14627:4505;Kaisitz;Kaisitz;Kaisitz;0504;;;13,388370;51,157098
de:14627:4506;Abzweig Neumohlis;Abzweig Neumohlis;Neumohlis;0504;;;13,392562;51,169094
de:14627:4507;Pröda bei Kagen;Pröda bei Kagen;Pröda bei Kagen;0504;;;13,388275;51,17488
de:14627:4508;Kaisitz Abzweig Stroischen;Abzweig Stroischen;Kaisitz;0504;;;13,387320;51,155448
de:14627:4509;Stroischen;Stroischen;Stroischen;0504;;;13,387582;51,151319
de:14627:4510;Großkagen;Großkagen;Großkagen;0504;;;13,372541;51,176693
de:14627:4511;Kleinkagen;Kleinkagen;Kleinkagen;0504;;;13,376183;51,1698
de:14627:4512;Nimtitz;Nimtitz;Nimtitz;0504;;;13,375660;51,16186
de:14627:4515;Löbschütz im Käbschütztal;Löbschütz im Käbschütztal;Löthain;0504;;;13,388065;51,140751
de:14627:4516;Pauschütz;Pauschütz;Löthain;0504;;;13,391343;51,136675
de:14627:4517;Canitz (b. Meißen);Canitz;Canitz (b Meißen);0504;;;13,401351;51,136394
de:14627:4518;Schönnewitz;Schönnewitz;Krögis;0503;;;13,388483;51,124223
de:14627:4519;Luga (Kr MEI);Luga (Kr MEI);Luga (Kr MEI);0503;;;13,401520;51,11791
de:14627:4520;Schletta Wendeplatz;Wendeplatz;Schletta;0500;;;13,430459;51,154505
de:14627:4521;Schletta Am Berg;Am Berg;Schletta;0500;;;13,435072;51,154386
de:14627:4522;Schletta Ziegelscheune;Ziegelscheune;Schletta;0503;;;13,439035;51,148539
de:14627:4523;Schletta Neuschletta;Neuschletta;Schletta;0503;;;13,421937;51,147436
de:14627:4524;Löthain Mehrener Straße;Mehrener Straße;Löthain;0503;;;13,411578;51,147526
de:14627:4525;Abzweig Löthain;Abzweig Löthain;Löthain;0503;;;13,416863;51,138086
de:14627:4526;Löthain Dorfplatz;Dorfplatz;Löthain;0503;;;13,408039;51,142993
de:14627:4527;Löthain Siedlung;Siedlung;Löthain;0503;;;13,414601;51,140289
de:14627:4528;Mehren (b Meißen);Mehren (b Meißen);Mehren (b Meißen);0504;;;13,405901;51,153527
de:14627:4529;Löthain Canitzer Straße;Canitzer Straße;Löthain;0503;;;13,409991;51,139994
de:14627:4530;Planitz;Planitz;Planitz (Kr Meißen);0514;;;13,342868;51,149656
de:14627:4532;Käbschütz;Käbschütz;Käbschütz;0514;;;13,356066;51,165469
de:14627:4533;Kleinprausitz;Kleinprausitz;Kleinprausitz;0515;;;13,358962;51,134602
de:14627:4534;Sornitz;Sornitz;Sornitz;0514;;;13,354345;51,157947
de:14627:4535;Abzweig Sornitz;Abzweig Sornitz;Deila;0514;;;13,355271;51,151527
de:14627:4536;Deila;Deila;Deila;0514;0504;;13,355882;51,151385
de:14627:4537;Porschnitz;Porschnitz;Porschnitz;0515;;;13,358322;51,129854
de:14627:4538;Leutewitz (b Meißen);Leutewitz (b Meißen);Leutewitz (b Meißen);0514;0504;;13,366651;51,154019
de:14627:4539;Abzweig Leutewitz;Abzweig Leutewitz;Leutewitz (b Meißen);0504;;;13,380013;51,153467
de:14627:4540;Leutewitz Gutshof;Gutshof;Leutewitz (b Meißen);0514;0504;;13,364870;51,150337
de:14627:4546;Neumohlis;Neumohlis;Neumohlis;0504;;;13,408885;51,167955
de:14627:4547;Altmohlis;Altmohlis;Neumohlis;0504;;;13,396948;51,163289
de:14627:4548;Krögis Norma;Norma;Krögis;0515;0503;;13,375870;51,116525
de:14627:4550;Heynitz;Heynitz;Heynitz;0515;;;13,377836;51,090936
de:14627:4551;Heynitz Gärtnerei;Gärtnerei;Heynitz;0515;;;13,372105;51,091183
de:14627:4553;Kottewitz Wendeplatz;Wendeplatz;Kottewitz (b Meißen);0510;;;13,385766;51,080226
de:14627:4555;Wunschwitz;Wunschwitz;Wunschwitz;0510;;;13,367633;51,086687
de:14627:4556;Wunschwitz Abzweig Kottewitz;Abzweig Kottewitz;Wunschwitz;0510;;;13,372743;51,088632
de:14627:4559;Abzweig Mahlitzsch;Abzweig Mahlitzsch;Mahlitzsch (b Meißen);0510;;;13,366237;51,080959
de:14627:4560;Katzenberg;Katzenberg;Katzenberg (Kr MEI);0510;;;13,356099;51,093447
de:14627:4561;Katzenberg Abzweig Heynitz;Abzweig Heynitz;Katzenberg (Kr MEI);0515;;;13,357847;51,093687
de:14627:4565;Gohla;Gohla;Göltzscha;0510;;;13,342113;51,090624
de:14627:4567;Göltzscha;Göltzscha;Göltzscha;0510;;;13,331955;51,088331
de:14627:4570;Ilkendorf;Ilkendorf;Ilkendorf;0510;;;13,323031;51,084207
de:14627:4571;Ilkendorf Kindereinrichtung;Kindereinrichtung;Ilkendorf;0510;;;13,326950;51,086986
de:14627:4573;Neugohla;Neugohla;Göltzscha;0510;;;13,348111;51,085341
de:14627:4574;Wendischbora Abzweig Ilkendorf;Abzweig Ilkendorf;Wendischbora;0510;;;13,341146;51,079893
de:14627:4575;Wendischbora Gasthof;Gasthof;Wendischbora;0510;;;13,341975;51,077465
de:14627:4578;Heynitz Lehden Gewerbepark;Lehden Gewerbepark;Heynitz;0510;;;13,335699;51,066696
de:14627:4579;Heynitz Lehden Lindigtstraße;Lehden Lindigtstraße;Heynitz;0510;;;13,337062;51,062491
de:14627:4580;Görna;Görna;Görna;0503;;;13,390593;51,129295
de:14627:4582;Mauna;Mauna;Mauna;0515;0503;;13,372675;51,133058
de:14627:4583;Krögis Abzweig Mauna;Abzweig Mauna;Krögis;0515;0503;;13,380207;51,121643
de:14627:4584;Krögis Gasthof;Gasthof;Krögis;0515;0503;;13,378623;51,119297
de:14627:4587;Soppen;Soppen;Soppen;0515;;;13,368515;51,106408
de:14627:4590;Barnitz;Barnitz;Barnitz (b Meißen);0515;;;13,362487;51,118956
de:14627:4592;Abzweig Porschnitz;Abzweig Porschnitz;Porschnitz;0515;;;13,358079;51,120589
de:14627:4594;Nössige;Nössige;Nössige;0515;;;13,351392;51,121988
de:14627:4598;Pinnewitz Schmiede;Schmiede;Pinnewitz;0510;;;13,312134;51,123254
de:14627:4602;Batzdorf Rehbockschänke;Rehbockschänke;Batzdorf;0501;;;13,499961;51,138775
de:14627:4603;Scharfenberg Schachtberg;Schachtberg;Scharfenberg (b MEI);0517;0518;0501;13,528538;51,127492
de:14627:4604;Gauernitz Gasthof;Gasthof;Gauernitz;0518;;;13,559291;51,115075
de:14627:4605;Gauernitz Verkaufsstelle;Verkaufsstelle;Gauernitz;0518;;;13,569155;51,110296
de:14627:4606;Wildberg;Wildberg;Wildberg (b Meißen);0519;;;13,583841;51,101702
de:14627:4607;Wildberg Siedlung;Siedlung;Wildberg (b Meißen);0519;;;13,594502;51,097817
de:14627:4609;Fährstelle Gauernitz;Fährstelle Gauernitz;Gauernitz;0510;0509;0523;13,569428;51,113277
de:14627:4611;Naustadt Neuer Anbau;Neuer Anbau;Naustadt;0517;0518;0502;13,520751;51,112239
de:14627:4612;Naustadt Dorfmitte;Dorfmitte;Naustadt;0517;0518;0502;13,513457;51,114087
de:14627:4613;Scharfenberg Arztpraxis;Arztpraxis;Scharfenberg (b MEI);0517;0518;0502;13,511875;51,116831
de:14627:4614;Scharfenberg Wendeplatz;Wendeplatz;Scharfenberg (b MEI);0517;0518;0502;13,514403;51,119432
de:14627:4615;Reichenbach (Meißen);Reichenbach;Reichenbach b Meißen;0502;;;13,496704;51,123804
de:14627:4616;Reichenbach (Meißen) Kreuzung;Kreuzung;Reichenbach b Meißen;0502;;;13,499345;51,123294
de:14627:4618;Naustadt Ortseingang;Ortseingang;Naustadt;0517;0502;;13,504950;51,114242
de:14627:4619;Riemsdorf Supermarkt;Supermarkt;Riemsdorf;0502;;;13,481830;51,113413
de:14627:4620;Riemsdorf Gasthaus;Gasthaus;Riemsdorf;0517;0502;;13,481810;51,112793
de:14627:4621;Polenz (b Meißen) Wendeplatz;Wendeplatz;Polenz (b Meißen);0502;;;13,457936;51,122002
de:14627:4623;Abzweig Reichenbach;Abzweig Reichenbach;Spittewitz;0502;;;13,478019;51,122415
de:14627:4624;Abzweig Spittewitz;Abzweig Spittewitz;Spittewitz;0502;;;13,477153;51,127532
de:14627:4625;Abzweig Bockwen;Abzweig Bockwen;Bockwen;0502;;;13,474430;51,135765
de:14627:4626;Bockwen Kindereinrichtung;Kindereinrichtung;Bockwen;0500;;;13,479309;51,136413
de:14627:4628;Pegenau Eichberg;Eichberg;Pegenau;0517;0518;0502;13,532914;51,115128
de:14627:4629;Polenz (b Meißen) Ortseingang;Ortseingang;Polenz (b Meißen);0502;;;13,466218;51,120541
de:14627:4634;Scharfenberg Heimatmuseum;Heimatmuseum;Scharfenberg (b MEI);0517;0518;0502;13,521959;51,120737
de:14627:4635;Scharfenberg Grubenteich;Grubenteich;Scharfenberg (b MEI);0517;0518;0502;13,511566;51,119613
de:14627:4640;Gauernitz Rittergut;Rittergut;Gauernitz;0518;;;13,556716;51,114103
de:14627:4684;Garsebach Mittelmühle;Mittelmühle;Garsebach;0503;;;13,437003;51,129597
de:14627:4685;Garsebach Wendeplatz;Wendeplatz;Garsebach;0503;;;13,431383;51,12616
de:14627:4688;Robschütz Abzweig Luga;Abzweig Luga;Robschütz;0503;;;13,418325;51,119595
de:14627:4689;Robschütz;Robschütz;Robschütz;0503;;;13,422968;51,122883
de:14627:4690;Miltitz OT Roitzschen (Bus);OT Roitzschen (Bus);Miltitz (b Meißen);0515;0503;;13,416707;51,11014
de:14627:4691;Miltitz Bahnhof;Bahnhof;Miltitz (b Meißen);0515;0503;;13,417375;51,106779
de:14627:4692;Miltitz Mühle;Mühle;Miltitz (b Meißen);0515;0503;;13,414551;51,101725
de:14627:4693;Miltitz Bad;Bad;Miltitz (b Meißen);0515;0503;;13,414729;51,095394
de:14628:4700;Wilsdruff Markt;Markt;Wilsdruff (Kr PIR);0511;0519;0619;13,537761;51,051608
